0,1,100
0,2,100
0,1,100
0,2,100
0,17,100
0,20,100
0,23,100
1,0,100
1,2,100
1,4,100
1,11,100
1,13,100
1,14,100
1,18,100
1,19,100
1,21,100
2,0,100
2,1,100
2,4,100
2,6,100
2,8,100
2,12,100
2,13,100
2,14,100
2,16,100
2,21,100
2,22,100
3,17,100
4,1,100
4,2,100
4,13,100
4,18,100
4,19,100
4,20,100
4,22,100
5,13,100
5,17,100
5,20,100
5,22,100
5,23,100
6,2,100
6,23,100
8,2,100
10,17,100
11,1,100
12,2,100
12,17,100
13,1,100
13,2,100
13,4,100
13,5,100
13,17,100
14,1,100
14,2,100
16,2,100
17,0,100
17,3,100
17,5,100
17,12,100
17,13,100
17,20,100
17,22,100
18,1,100
18,4,100
18,23,100
19,1,100
19,4,100
20,0,100
20,4,100
20,5,100
20,17,100
21,1,100
21,2,100
22,2,100
22,4,100
22,5,100
22,17,100
23,0,100
23,5,100
23,6,100
23,18,100
0,4,200
0,4,200
0,11,200
1,3,200
1,6,200
1,8,200
1,10,200
1,16,200
2,3,200
2,7,200
2,11,200
2,15,200
3,1,200
3,2,200
3,18,200
3,20,200
3,23,200
4,0,200
4,5,200
4,6,200
4,11,200
4,12,200
4,14,200
4,16,200
4,21,200
5,4,200
5,11,200
5,12,200
5,14,200
5,18,200
5,21,200
6,1,200
6,4,200
6,13,200
6,17,200
6,20,200
6,22,200
7,2,200
7,23,200
8,1,200
8,17,200
8,23,200
10,1,200
11,0,200
11,2,200
11,4,200
11,5,200
11,17,200
12,4,200
12,5,200
13,6,200
14,4,200
14,5,200
14,17,200
15,2,200
16,1,200
16,4,200
17,6,200
17,8,200
17,10,200
17,11,200
17,14,200
18,3,200
18,5,200
20,3,200
20,6,200
21,4,200
21,5,200
22,6,200
23,3,200
23,7,200
23,8,200
0,5,300
0,5,300
0,13,300
0,18,300
0,19,300
0,22,300
1,12,300
2,5,300
2,9,300
2,10,300
3,19,300
5,0,300
5,2,300
5,19,300
7,17,300
7,22,300
8,20,300
9,2,300
10,2,300
11,18,300
11,20,300
12,1,300
12,18,300
13,0,300
13,18,300
15,23,300
16,23,300
17,7,300
17,18,300
17,21,300
18,0,300
18,11,300
18,12,300
18,13,300
18,17,300
18,22,300
19,0,300
19,3,300
19,5,300
20,8,300
20,11,300
21,17,300
22,0,300
22,7,300
22,18,300
23,15,300
23,16,300
0,16,400
0,21,400
1,5,400
1,7,400
1,15,400
3,5,400
3,6,400
3,21,400
5,1,400
5,3,400
5,6,400
5,8,400
5,10,400
6,3,400
6,5,400
6,12,400
6,18,400
7,1,400
7,13,400
7,20,400
8,5,400
8,18,400
10,5,400
10,18,400
10,20,400
11,19,400
12,6,400
13,7,400
13,20,400
13,23,400
14,23,400
15,1,400
16,0,400
17,19,400
18,6,400
18,8,400
18,10,400
18,20,400
19,17,400
19,23,400
20,7,400
20,10,400
20,13,400
20,18,400
21,0,400
21,3,400
23,13,400
23,14,400
23,19,400
0,3,500
0,6,500
0,8,500
0,3,500
0,6,500
0,8,500
0,10,500
0,12,500
0,14,500
0,15,500
3,0,500
3,4,500
3,13,500
3,14,500
3,16,500
3,22,500
4,3,500
4,7,500
4,10,500
4,15,500
5,16,500
6,0,500
6,10,500
6,14,500
6,19,500
6,21,500
7,4,500
7,21,500
8,0,500
8,22,500
10,0,500
10,4,500
10,6,500
11,23,500
12,0,500
12,16,500
13,3,500
13,19,500
14,0,500
14,3,500
14,6,500
15,0,500
15,4,500
15,17,500
15,22,500
16,3,500
16,5,500
16,12,500
17,15,500
19,6,500
19,11,500
19,13,500
20,23,500
21,6,500
21,7,500
22,3,500
22,8,500
22,15,500
23,11,500
23,20,500
1,9,600
3,11,600
3,12,600
6,8,600
7,11,600
7,12,600
7,14,600
8,6,600
8,11,600
8,12,600
8,13,600
8,19,600
9,1,600
10,19,600
10,23,600
11,3,600
11,7,600
11,8,600
11,16,600
12,3,600
12,7,600
12,8,600
12,13,600
12,15,600
12,19,600
12,20,600
13,8,600
13,12,600
14,7,600
15,12,600
15,20,600
16,11,600
16,17,600
16,20,600
16,22,600
17,16,600
19,8,600
19,10,600
19,12,600
20,12,600
20,15,600
20,16,600
22,16,600
23,10,600
3,7,700
3,8,700
6,11,700
7,3,700
7,18,700
8,3,700
8,21,700
9,17,700
11,6,700
11,13,700
11,14,700
11,15,700
11,21,700
11,22,700
