7,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
29,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
37,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
41,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
46,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
52,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
59,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
71,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
78,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
79,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
82,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
83,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
88,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
96,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
112,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
128,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
139,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
141,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
150,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
151,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
154,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
167,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
183,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
188,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
194,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
195,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
213,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
236,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
252,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
253,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
278,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
286,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
294,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
295,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
296,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
314,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
321,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
324,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
330,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
340,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
341,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
357,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
354,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
366,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
369,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
374,4,0,0.6,0.2,0.2,0.4,0.15,0.6,0.05
